2,3,4,7,9,10,8,6
2,4,5,6,8,9,10,3
2,3,6,8,9,11,5,7
2,4,5,6,7,10,11,9
3,5,6,7,10,11,2,8
2,3,5,8,9,10,6,11
2,4,5,6,7,9,8,10
4,5,6,7,8,10,9,3
