1,4,5,6,7,8,10,12,2,11
1,2,3,7,9,10,11,8,4,12
3,4,5,6,8,9,10,11,12,7
1,2,3,4,7,10,12,5,8,6
1,3,4,5,6,9,11,12,10,8
2,3,5,7,9,10,12,4,11,1
1,2,3,6,7,8,11,12,9,10
2,4,5,6,9,10,11,7,1,3
1,2,5,6,7,8,12,9,11,4
1,3,5,7,8,10,11,6,12,9
