2,4,6,10,11,8,3,9,5
2,3,5,7,8,9,11,4,10
2,5,6,9,11,3,7,10,4
2,3,4,7,11,9,6,5,8
3,5,6,8,11,4,9,10,7
2,3,5,6,9,7,10,8,11
2,3,6,8,11,4,7,5,10
