4,5,6,7,8,9,3,11
3,4,5,6,10,11,8,7
2,4,7,8,9,10,5,3
2,3,6,9,10,11,7,8
3,4,6,7,8,10,9,11
2,4,5,7,9,11,3,10
2,4,5,6,9,10,11,8
2,5,6,7,9,10,4,3
