2,6,7,9,11,3,8,4,5
3,4,6,7,8,5,10,2,9
2,3,5,10,11,8,9,7,6
4,5,6,7,9,11,2,8,10
2,3,4,6,11,10,8,9,7
2,6,7,8,10,9,4,11,3
2,5,6,7,11,4,3,10,8
