2,4,5,8,7,10,6,12,9,1,11
2,3,7,9,8,5,12,6,1,4,10
2,3,5,6,9,11,4,7,8,10,1
3,6,7,9,10,12,2,5,11,8,4
2,3,6,8,11,4,10,9,1,7,12
2,6,7,9,12,3,1,4,10,11,5
2,3,6,11,4,7,5,8,12,1,9
3,4,5,10,9,1,8,11,2,12,7
2,5,6,8,3,9,11,1,4,10,12
2,3,6,10,11,4,1,5,7,12,8
3,4,6,7,5,8,12,1,11,9,10
2,3,5,7,8,1,9,10,12,6,11
